School,Year,Level,Size
Colonel Gray Family of Schools,St. Jean Elementary,1999,Grade 7,0
Colonel Gray Family of Schools,St. Jean Elementary,1999,Grade 8,0
Colonel Gray Family of Schools,St. Jean Elementary,1999,Grade 9,0
Colonel Gray Family of Schools,St. Jean Elementary,1999,Grade 10,0
Colonel Gray Family of Schools,St. Jean Elementary,1999,Grade 11,0
Colonel Gray Family of Schools,St. Jean Elementary,1999,Grade 12,0
Colonel Gray Family of Schools,St. Jean Elementary,2000,K,0
Colonel Gray Family of Schools,St. Jean Elementary,2000,Grade 1,43
Colonel Gray Family of Schools,St. Jean Elementary,2000,Grade 2,45
Colonel Gray Family of Schools,St. Jean Elementary,2000,Grade 3,42
Colonel Gray Family of Schools,St. Jean Elementary,2000,Grade 4,37
Colonel Gray Family of Schools,St. Jean Elementary,2000,Grade 5,29
Colonel Gray Family of Schools,St. Jean Elementary,2000,Grade 6,34
Colonel Gray Family of Schools,St. Jean Elementary,2000,Grade 7,0
Colonel Gray Family of Schools,St. Jean Elementary,2000,Grade 8,0
Colonel Gray Family of Schools,St. Jean Elementary,2000,Grade 9,0
Colonel Gray Family of Schools,St. Jean Elementary,2000,Grade 10,0
Colonel Gray Family of Schools,St. Jean Elementary,2000,Grade 11,0
Colonel Gray Family of Schools,St. Jean Elementary,2000,Grade 12,0
Colonel Gray Family of Schools,St. Jean Elementary,2001,K,0
Colonel Gray Family of Schools,St. Jean Elementary,2001,Grade 1,29
Colonel Gray Family of Schools,St. Jean Elementary,2001,Grade 2,31
Colonel Gray Family of Schools,St. Jean Elementary,2001,Grade 3,43
Colonel Gray Family of Schools,St. Jean Elementary,2001,Grade 4,40
Colonel Gray Family of Schools,St. Jean Elementary,2001,Grade 5,36
Colonel Gray Family of Schools,St. Jean Elementary,2001,Grade 6,30
Colonel Gray Family of Schools,St. Jean Elementary,2001,Grade 7,0
Colonel Gray Family of Schools,St. Jean Elementary,2001,Grade 8,0
Colonel Gray Family of Schools,St. Jean Elementary,2001,Grade 9,0
Colonel Gray Family of Schools,St. Jean Elementary,2001,Grade 10,0
Colonel Gray Family of Schools,St. Jean Elementary,2001,Grade 11,0
Colonel Gray Family of Schools,St. Jean Elementary,2001,Grade 12,0
Colonel Gray Family of Schools,St. Jean Elementary,2002,K,0
Colonel Gray Family of Schools,St. Jean Elementary,2002,Grade 1,27
Colonel Gray Family of Schools,St. Jean Elementary,2002,Grade 2,32
Colonel Gray Family of Schools,St. Jean Elementary,2002,Grade 3,31
Colonel Gray Family of Schools,St. Jean Elementary,2002,Grade 4,39
Colonel Gray Family of Schools,St. Jean Elementary,2002,Grade 5,40
Colonel Gray Family of Schools,St. Jean Elementary,2002,Grade 6,36
Colonel Gray Family of Schools,St. Jean Elementary,2002,Grade 7,0
Colonel Gray Family of Schools,St. Jean Elementary,2002,Grade 8,0
Colonel Gray Family of Schools,St. Jean Elementary,2002,Grade 9,0
Colonel Gray Family of Schools,St. Jean Elementary,2002,Grade 10,0
Colonel Gray Family of Schools,St. Jean Elementary,2002,Grade 11,0
Colonel Gray Family of Schools,St. Jean Elementary,2002,Grade 12,0
Colonel Gray Family of Schools,St. Jean Elementary,2003,K,0
Colonel Gray Family of Schools,St. Jean Elementary,2003,Grade 1,25
Colonel Gray Family of Schools,St. Jean Elementary,2003,Grade 2,26
Colonel Gray Family of Schools,St. Jean Elementary,2003,Grade 3,28
Colonel Gray Family of Schools,St. Jean Elementary,2003,Grade 4,31
Colonel Gray Family of Schools,St. Jean Elementary,2003,Grade 5,32
Colonel Gray Family of Schools,St. Jean Elementary,2003,Grade 6,41
Colonel Gray Family of Schools,St. Jean Elementary,2003,Grade 7,0
Colonel Gray Family of Schools,St. Jean Elementary,2003,Grade 8,0
Colonel Gray Family of Schools,St. Jean Elementary,2003,Grade 9,0
Colonel Gray Family of Schools,St. Jean Elementary,2003,Grade 10,0
Colonel Gray Family of Schools,St. Jean Elementary,2003,Grade 11,0
Colonel Gray Family of Schools,St. Jean Elementary,2003,Grade 12,0
Colonel Gray Family of Schools,St. Jean Elementary,2004,K,0
Colonel Gray Family of Schools,St. Jean Elementary,2004,Grade 1,23
Colonel Gray Family of Schools,St. Jean Elementary,2004,Grade 2,27
Colonel Gray Family of Schools,St. Jean Elementary,2004,Grade 3,27
Colonel Gray Family of Schools,St. Jean Elementary,2004,Grade 4,25
Colonel Gray Family of Schools,St. Jean Elementary,2004,Grade 5,32
Colonel Gray Family of Schools,St. Jean Elementary,2004,Grade 6,35
Colonel Gray Family of Schools,St. Jean Elementary,2004,Grade 7,0
Colonel Gray Family of Schools,St. Jean Elementary,2004,Grade 8,0
Colonel Gray Family of Schools,St. Jean Elementary,2004,Grade 9,0
Colonel Gray Family of Schools,St. Jean Elementary,2004,Grade 10,0
Colonel Gray Family of Schools,St. Jean Elementary,2004,Grade 11,0
Colonel Gray Family of Schools,St. Jean Elementary,2004,Grade 12,0
Colonel Gray Family of Schools,St. Jean Elementary,2005,K,0
Colonel Gray Family of Schools,St. Jean Elementary,2005,Grade 1,15
Colonel Gray Family of Schools,St. Jean Elementary,2005,Grade 2,19
Colonel Gray Family of Schools,St. Jean Elementary,2005,Grade 3,31
Colonel Gray Family of Schools,St. Jean Elementary,2005,Grade 4,29
Colonel Gray Family of Schools,St. Jean Elementary,2005,Grade 5,29
Colonel Gray Family of Schools,St. Jean Elementary,2005,Grade 6,32
Colonel Gray Family of Schools,St. Jean Elementary,2005,Grade 7,0
Colonel Gray Family of Schools,St. Jean Elementary,2005,Grade 8,0
Colonel Gray Family of Schools,St. Jean Elementary,2005,Grade 9,0
Colonel Gray Family of Schools,St. Jean Elementary,2005,Grade 10,0
Colonel Gray Family of Schools,St. Jean Elementary,2005,Grade 11,0
Colonel Gray Family of Schools,St. Jean Elementary,2005,Grade 12,0
Colonel Gray Family of Schools,St. Jean Elementary,2006,K,0
Colonel Gray Family of Schools,St. Jean Elementary,2006,Grade 1,19
Colonel Gray Family of Schools,St. Jean Elementary,2006,Grade 2,14
Colonel Gray Family of Schools,St. Jean Elementary,2006,Grade 3,17
Colonel Gray Family of Schools,St. Jean Elementary,2006,Grade 4,29
Colonel Gray Family of Schools,St. Jean Elementary,2006,Grade 5,24
Colonel Gray Family of Schools,St. Jean Elementary,2006,Grade 6,30
Colonel Gray Family of Schools,St. Jean Elementary,2006,Grade 7,0
Colonel Gray Family of Schools,St. Jean Elementary,2006,Grade 8,0
Colonel Gray Family of Schools,St. Jean Elementary,2006,Grade 9,0
Colonel Gray Family of Schools,St. Jean Elementary,2006,Grade 10,0
Colonel Gray Family of Schools,St. Jean Elementary,2006,Grade 11,0
Colonel Gray Family of Schools,St. Jean Elementary,2006,Grade 12,0
Colonel Gray Family of Schools,St. Jean Elementary,2007,K,0
Colonel Gray Family of Schools,St. Jean Elementary,2007,Grade 1,14
Colonel Gray Family of Schools,St. Jean Elementary,2007,Grade 2,20
Colonel Gray Family of Schools,St. Jean Elementary,2007,Grade 3,16
Colonel Gray Family of Schools,St. Jean Elementary,2007,Grade 4,20
Colonel Gray Family of Schools,St. Jean Elementary,2007,Grade 5,28
Colonel Gray Family of Schools,St. Jean Elementary,2007,Grade 6,27
Colonel Gray Family of Schools,St. Jean Elementary,2007,Grade 7,0
Colonel Gray Family of Schools,St. Jean Elementary,2007,Grade 8,0
Colonel Gray Family of Schools,St. Jean Elementary,2007,Grade 9,0
Colonel Gray Family of Schools,St. Jean Elementary,2007,Grade 10,0
Colonel Gray Family of Schools,St. Jean Elementary,2007,Grade 11,0
Colonel Gray Family of Schools,St. Jean Elementary,2007,Grade 12,0
Colonel Gray Family of Schools,St. Jean Elementary,2008,K,0
Colonel Gray Family of Schools,St. Jean Elementary,2008,Grade 1,17
Colonel Gray Family of Schools,St. Jean Elementary,2008,Grade 2,16
Colonel Gray Family of Schools,St. Jean Elementary,2008,Grade 3,16
Colonel Gray Family of Schools,St. Jean Elementary,2008,Grade 4,16
Colonel Gray Family of Schools,St. Jean Elementary,2008,Grade 5,17
Colonel Gray Family of Schools,St. Jean Elementary,2008,Grade 6,26
Colonel Gray Family of Schools,St. Jean Elementary,2008,Grade 7,0
Colonel Gray Family of Schools,St. Jean Elementary,2008,Grade 8,0
Colonel Gray Family of Schools,St. Jean Elementary,2008,Grade 9,0
Colonel Gray Family of Schools,St. Jean Elementary,2008,Grade 10,0
Colonel Gray Family of Schools,St. Jean Elementary,2008,Grade 11,0
Colonel Gray Family of Schools,St. Jean Elementary,2008,Grade 12,0
Colonel Gray Family of Schools,St. Jean Elementary,2009,K,0
Colonel Gray Family of Schools,St. Jean Elementary,2009,Grade 1,14
Colonel Gray Family of Schools,St. Jean Elementary,2009,Grade 2,18
Colonel Gray Family of Schools,St. Jean Elementary,2009,Grade 3,18
Colonel Gray Family of Schools,St. Jean Elementary,2009,Grade 4,14
Colonel Gray Family of Schools,St. Jean Elementary,2009,Grade 5,12
Colonel Gray Family of Schools,St. Jean Elementary,2009,Grade 6,18
Colonel Gray Family of Schools,St. Jean Elementary,2009,Grade 7,0
Colonel Gray Family of Schools,St. Jean Elementary,2009,Grade 8,0
Colonel Gray Family of Schools,St. Jean Elementary,2009,Grade 9,0
Colonel Gray Family of Schools,St. Jean Elementary,2009,Grade 10,0
Colonel Gray Family of Schools,St. Jean Elementary,2009,Grade 11,0
Colonel Gray Family of Schools,St. Jean Elementary,2009,Grade 12,0
Colonel Gray Family of Schools,St. Jean Elementary,2010,K,22
Colonel Gray Family of Schools,St. Jean Elementary,2010,Grade 1,25
Colonel Gray Family of Schools,St. Jean Elementary,2010,Grade 2,15
Colonel Gray Family of Schools,St. Jean Elementary,2010,Grade 3,18
Colonel Gray Family of Schools,St. Jean Elementary,2010,Grade 4,19
Colonel Gray Family of Schools,St. Jean Elementary,2010,Grade 5,16
Colonel Gray Family of Schools,St. Jean Elementary,2010,Grade 6,11
Colonel Gray Family of Schools,St. Jean Elementary,2010,Grade 7,0
Colonel Gray Family of Schools,St. Jean Elementary,2010,Grade 8,0
Colonel Gray Family of Schools,St. Jean Elementary,2010,Grade 9,0
Colonel Gray Family of Schools,St. Jean Elementary,2010,Grade 10,0
Colonel Gray Family of Schools,St. Jean Elementary,2010,Grade 11,0
Colonel Gray Family of Schools,St. Jean Elementary,2010,Grade 12,0
Colonel Gray Family of Schools,St. Jean Elementary,2011,K,21
Colonel Gray Family of Schools,St. Jean Elementary,2011,Grade 1,22
Colonel Gray Family of Schools,St. Jean Elementary,2011,Grade 2,23
Colonel Gray Family of Schools,St. Jean Elementary,2011,Grade 3,19
Colonel Gray Family of Schools,St. Jean Elementary,2011,Grade 4,18
Colonel Gray Family of Schools,St. Jean Elementary,2011,Grade 5,21
Colonel Gray Family of Schools,St. Jean Elementary,2011,Grade 6,19
Colonel Gray Family of Schools,St. Jean Elementary,2011,Grade 7,0
Colonel Gray Family of Schools,St. Jean Elementary,2011,Grade 8,0
Colonel Gray Family of Schools,St. Jean Elementary,2011,Grade 9,0
Colonel Gray Family of Schools,St. Jean Elementary,2011,Grade 10,0
Colonel Gray Family of Schools,St. Jean Elementary,2011,Grade 11,0
Colonel Gray Family of Schools,St. Jean Elementary,2011,Grade 12,0
Colonel Gray Family of Schools,St. Jean Elementary,2012,K,17
Colonel Gray Family of Schools,St. Jean Elementary,2012,Grade 1,13
Colonel Gray Family of Schools,St. Jean Elementary,2012,Grade 2,15
Colonel Gray Family of Schools,St. Jean Elementary,2012,Grade 3,18
Colonel Gray Family of Schools,St. Jean Elementary,2012,Grade 4,17
Colonel Gray Family of Schools,St. Jean Elementary,2012,Grade 5,17
Colonel Gray Family of Schools,St. Jean Elementary,2012,Grade 6,21
Colonel Gray Family of Schools,St. Jean Elementary,2012,Grade 7,0
Colonel Gray Family of Schools,St. Jean Elementary,2012,Grade 8,0
Colonel Gray Family of Schools,St. Jean Elementary,2012,Grade 9,0
Colonel Gray Family of Schools,St. Jean Elementary,2012,Grade 10,0
Colonel Gray Family of Schools,St. Jean Elementary,2012,Grade 11,0
Colonel Gray Family of Schools,St. Jean Elementary,2012,Grade 12,0
Colonel Gray Family of Schools,St. Jean Elementary,2013,K,10
Colonel Gray Family of Schools,St. Jean Elementary,2013,Grade 1,16
Colonel Gray Family of Schools,St. Jean Elementary,2013,Grade 2,15
Colonel Gray Family of Schools,St. Jean Elementary,2013,Grade 3,16
Colonel Gray Family of Schools,St. Jean Elementary,2013,Grade 4,15
Colonel Gray Family of Schools,St. Jean Elementary,2013,Grade 5,15
Colonel Gray Family of Schools,St. Jean Elementary,2013,Grade 6,14
Colonel Gray Family of Schools,St. Jean Elementary,2013,Grade 7,0
Colonel Gray Family of Schools,St. Jean Elementary,2013,Grade 8,0
Colonel Gray Family of Schools,St. Jean Elementary,2013,Grade 9,0
Colonel Gray Family of Schools,St. Jean Elementary,2013,Grade 10,0
Colonel Gray Family of Schools,St. Jean Elementary,2013,Grade 11,0
Colonel Gray Family of Schools,St. Jean Elementary,2013,Grade 12,0
Colonel Gray Family of Schools,St. Jean Elementary,2014,K,15
Colonel Gray Family of Schools,St. Jean Elementary,2014,Grade 1,12
Colonel Gray Family of Schools,St. Jean Elementary,2014,Grade 2,15
Colonel Gray Family of Schools,St. Jean Elementary,2014,Grade 3,17
Colonel Gray Family of Schools,St. Jean Elementary,2014,Grade 4,20
Colonel Gray Family of Schools,St. Jean Elementary,2014,Grade 5,16
Colonel Gray Family of Schools,St. Jean Elementary,2014,Grade 6,14
Colonel Gray Family of Schools,St. Jean Elementary,2014,Grade 7,0
Colonel Gray Family of Schools,St. Jean Elementary,2014,Grade 8,0
Colonel Gray Family of Schools,St. Jean Elementary,2014,Grade 9,0
Colonel Gray Family of Schools,St. Jean Elementary,2014,Grade 10,0
Colonel Gray Family of Schools,St. Jean Elementary,2014,Grade 11,0
Colonel Gray Family of Schools,St. Jean Elementary,2014,Grade 12,0
Colonel Gray Family of Schools,St. Jean Elementary,2015,K,15
Colonel Gray Family of Schools,St. Jean Elementary,2015,Grade 1,17
Colonel Gray Family of Schools,St. Jean Elementary,2015,Grade 2,11
Colonel Gray Family of Schools,St. Jean Elementary,2015,Grade 3,16
Colonel Gray Family of Schools,St. Jean Elementary,2015,Grade 4,18
Colonel Gray Family of Schools,St. Jean Elementary,2015,Grade 5,16
Colonel Gray Family of Schools,St. Jean Elementary,2015,Grade 6,22
Colonel Gray Family of Schools,St. Jean Elementary,2015,Grade 7,0
Colonel Gray Family of Schools,St. Jean Elementary,2015,Grade 8,0
Colonel Gray Family of Schools,St. Jean Elementary,2015,Grade 9,0
Colonel Gray Family of Schools,St. Jean Elementary,2015,Grade 10,0
Colonel Gray Family of Schools,St. Jean Elementary,2015,Grade 11,0
Colonel Gray Family of Schools,St. Jean Elementary,2015,Grade 12,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,1999,K,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,1999,Grade 1,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,1999,Grade 2,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,1999,Grade 3,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,1999,Grade 4,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,1999,Grade 5,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,1999,Grade 6,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,1999,Grade 7,233
Charlottetown Rural Family of Schools,Stonepark Intermediate,1999,Grade 8,310
Charlottetown Rural Family of Schools,Stonepark Intermediate,1999,Grade 9,303
Charlottetown Rural Family of Schools,Stonepark Intermediate,1999,Grade 10,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,1999,Grade 11,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,1999,Grade 12,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2000,K,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2000,Grade 1,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2000,Grade 2,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2000,Grade 3,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2000,Grade 4,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2000,Grade 5,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2000,Grade 6,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2000,Grade 7,282
Charlottetown Rural Family of Schools,Stonepark Intermediate,2000,Grade 8,241
Charlottetown Rural Family of Schools,Stonepark Intermediate,2000,Grade 9,312
Charlottetown Rural Family of Schools,Stonepark Intermediate,2000,Grade 10,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2000,Grade 11,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2000,Grade 12,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2001,K,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2001,Grade 1,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2001,Grade 2,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2001,Grade 3,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2001,Grade 4,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2001,Grade 5,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2001,Grade 6,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2001,Grade 7,250
Charlottetown Rural Family of Schools,Stonepark Intermediate,2001,Grade 8,276
Charlottetown Rural Family of Schools,Stonepark Intermediate,2001,Grade 9,238
Charlottetown Rural Family of Schools,Stonepark Intermediate,2001,Grade 10,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2001,Grade 11,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2001,Grade 12,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2002,K,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2002,Grade 1,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2002,Grade 2,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2002,Grade 3,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2002,Grade 4,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2002,Grade 5,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2002,Grade 6,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2002,Grade 7,284
Charlottetown Rural Family of Schools,Stonepark Intermediate,2002,Grade 8,244
Charlottetown Rural Family of Schools,Stonepark Intermediate,2002,Grade 9,286
Charlottetown Rural Family of Schools,Stonepark Intermediate,2002,Grade 10,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2002,Grade 11,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2002,Grade 12,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2003,K,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2003,Grade 1,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2003,Grade 2,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2003,Grade 3,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2003,Grade 4,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2003,Grade 5,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2003,Grade 6,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2003,Grade 7,282
Charlottetown Rural Family of Schools,Stonepark Intermediate,2003,Grade 8,285
Charlottetown Rural Family of Schools,Stonepark Intermediate,2003,Grade 9,252
Charlottetown Rural Family of Schools,Stonepark Intermediate,2003,Grade 10,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2003,Grade 11,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2003,Grade 12,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2004,K,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2004,Grade 1,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2004,Grade 2,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2004,Grade 3,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2004,Grade 4,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2004,Grade 5,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2004,Grade 6,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2004,Grade 7,300
Charlottetown Rural Family of Schools,Stonepark Intermediate,2004,Grade 8,280
Charlottetown Rural Family of Schools,Stonepark Intermediate,2004,Grade 9,282
Charlottetown Rural Family of Schools,Stonepark Intermediate,2004,Grade 10,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2004,Grade 11,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2004,Grade 12,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2005,K,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2005,Grade 1,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2005,Grade 2,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2005,Grade 3,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2005,Grade 4,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2005,Grade 5,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2005,Grade 6,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2005,Grade 7,276
Charlottetown Rural Family of Schools,Stonepark Intermediate,2005,Grade 8,301
Charlottetown Rural Family of Schools,Stonepark Intermediate,2005,Grade 9,278
Charlottetown Rural Family of Schools,Stonepark Intermediate,2005,Grade 10,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2005,Grade 11,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2005,Grade 12,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2006,K,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2006,Grade 1,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2006,Grade 2,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2006,Grade 3,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2006,Grade 4,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2006,Grade 5,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2006,Grade 6,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2006,Grade 7,273
Charlottetown Rural Family of Schools,Stonepark Intermediate,2006,Grade 8,285
Charlottetown Rural Family of Schools,Stonepark Intermediate,2006,Grade 9,300
Charlottetown Rural Family of Schools,Stonepark Intermediate,2006,Grade 10,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2006,Grade 11,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2006,Grade 12,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2007,K,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2007,Grade 1,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2007,Grade 2,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2007,Grade 3,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2007,Grade 4,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2007,Grade 5,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2007,Grade 6,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2007,Grade 7,310
Charlottetown Rural Family of Schools,Stonepark Intermediate,2007,Grade 8,277
Charlottetown Rural Family of Schools,Stonepark Intermediate,2007,Grade 9,278
Charlottetown Rural Family of Schools,Stonepark Intermediate,2007,Grade 10,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2007,Grade 11,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2007,Grade 12,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2008,K,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2008,Grade 1,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2008,Grade 2,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2008,Grade 3,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2008,Grade 4,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2008,Grade 5,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2008,Grade 6,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2008,Grade 7,283
Charlottetown Rural Family of Schools,Stonepark Intermediate,2008,Grade 8,315
Charlottetown Rural Family of Schools,Stonepark Intermediate,2008,Grade 9,277
Charlottetown Rural Family of Schools,Stonepark Intermediate,2008,Grade 10,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2008,Grade 11,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2008,Grade 12,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2009,K,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2009,Grade 1,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2009,Grade 2,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2009,Grade 3,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2009,Grade 4,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2009,Grade 5,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2009,Grade 6,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2009,Grade 7,300
Charlottetown Rural Family of Schools,Stonepark Intermediate,2009,Grade 8,289
Charlottetown Rural Family of Schools,Stonepark Intermediate,2009,Grade 9,309
Charlottetown Rural Family of Schools,Stonepark Intermediate,2009,Grade 10,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2009,Grade 11,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2009,Grade 12,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2010,K,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2010,Grade 1,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2010,Grade 2,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2010,Grade 3,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2010,Grade 4,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2010,Grade 5,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2010,Grade 6,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2010,Grade 7,242
Charlottetown Rural Family of Schools,Stonepark Intermediate,2010,Grade 8,300
Charlottetown Rural Family of Schools,Stonepark Intermediate,2010,Grade 9,282
Charlottetown Rural Family of Schools,Stonepark Intermediate,2010,Grade 10,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2010,Grade 11,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2010,Grade 12,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2011,K,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2011,Grade 1,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2011,Grade 2,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2011,Grade 3,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2011,Grade 4,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2011,Grade 5,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2011,Grade 6,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2011,Grade 7,258
Charlottetown Rural Family of Schools,Stonepark Intermediate,2011,Grade 8,242
Charlottetown Rural Family of Schools,Stonepark Intermediate,2011,Grade 9,308
Charlottetown Rural Family of Schools,Stonepark Intermediate,2011,Grade 10,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2011,Grade 11,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2011,Grade 12,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2012,K,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2012,Grade 1,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2012,Grade 2,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2012,Grade 3,0
Charlottetown Rural Family of Schools,Stonepark Intermediate,2012,Grade 4,0
